Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM_X 	Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM_Y 	Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM; Fitted_X 	Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM; Fitted_Y 	
-0.899999618530273 	-0.652600000001257 	-0.899999618530273 	0 	
-0.799999237060547 	-0.435099999998783 	-0.799999237060547 	0 	
-0.69999885559082 	 	-0.69999885559082 	0 	
-0.599998474121094 	 	-0.599998474121094 	0 	
-0.5 	 	-0.5 	0 	
-0.399999618530273 	 	-0.399999618530273 	0 	
-0.299999237060547 	 	-0.299999237060547 	0 	
-0.19999885559082 	 	-0.19999885559082 	0 	
-0.0999984741210938 	 	-0.0999984741210938 	0 	
0 	 	0 	0 	
0.100000381469727 	 	0.100000381469727 	0 	
0.200000762939453 	 	0.200000762939453 	0.000468185946187227 	
0.299999237060547 	 	0.299999237060547 	0.000936269332447264 	
0.400001525878906 	 	0.400001525878906 	0.00140427695172309 	
0.5 	 	0.5 	0.00187217310013117 	
0.600002288818359 	 	0.600002288818359 	0.00233999353115836 	
0.700000762939453 	 	0.700000762939453 	0.00280770252454723 	
0.799999237060547 	 	0.799999237060547 	0.00327531792885058 	
0.900001525878906 	 	0.900001525878906 	0.00374285766201145 	
1 	 	1 	0.00421028601103266 	
1.10000228881836 	 	1.10000228881836 	0.00467763863841127 	
1.20000076293945 	 	1.20000076293945 	0.00514487998097806 	
1.29999923706055 	 	1.29999923706055 	0.00561202782519154 	
1.40000152587891 	 	1.40000152587891 	0.00607909998425969 	
1.5 	 	1.5 	0.00654606091354512 	
1.60000228881836 	 	1.60000228881836 	0.0070129462045794 	
1.70000076293945 	 	1.70000076293945 	0.00747972023224991 	
1.79999923706055 	-0.524100000002363 	1.79999923706055 	0.00794640091301478 	
1.90000152587891 	-0.504500000002736 	1.90000152587891 	0.00841300602022294 	
2 	-0.495500000000902 	2 	0.00887949995099651 	
2.10000228881836 	-0.486799999998766 	2.10000228881836 	0.00934591830247138 	
2.20000076293945 	-0.471000000001368 	2.20000076293945 	0.00981222549649591 	
2.29999923706055 	-0.448400000001129 	2.29999923706055 	0.0102784393328218 	
2.40000152587891 	-0.441800000000512 	2.40000152587891 	0.0107445776822005 	
2.5 	-0.437300000001414 	2.5 	0.011210604964123 	
2.60000228881836 	-0.438999999998487 	2.60000228881836 	0.0116765567332352 	
2.70000076293945 	-0.434200000003329 	2.70000076293945 	0.012142397453917 	
2.79999923706055 	-0.422200000000885 	2.79999923706055 	0.0126081449150548 	
2.90000152587891 	-0.417600000000675 	2.90000152587891 	0.0130738168913046 	
3 	-0.414600000000064 	3 	0.0135393779034788 	
3.10000228881836 	-0.413499999998749 	3.10000228881836 	0.0140048634780869 	
3.20000076293945 	-0.414000000000669 	3.20000076293945 	0.0144702381103801 	
3.29999923706055 	-0.412899999999354 	3.29999923706055 	0.0149355195745261 	
3.40000152587891 	-0.413600000003498 	3.40000152587891 	0.0154007256304754 	
3.5 	-0.408100000000559 	3.5 	0.0158658208025663 	
3.60000228881836 	-0.406600000002072 	3.60000228881836 	0.0163308405984153 	
3.70000076293945 	-0.405000000002474 	3.70000076293945 	0.0167957495560457 	
3.79999923706055 	-0.404399999999441 	3.79999923706055 	0.0172605654304612 	
3.90000152587891 	-0.405000000002474 	3.90000152587891 	0.0177253059645345 	
4 	-0.405600000001868 	4 	0.0181899357187979 	
4.10000228881836 	-0.407100000000355 	4.10000228881836 	0.0186544901588395 	
4.20000076293945 	-0.406200000001263 	4.20000076293945 	0.0191189338581405 	
4.29999923706055 	-0.40650000000096 	4.29999923706055 	0.0195832845559597 	
4.40000152587891 	-0.406299999998737 	4.40000152587891 	0.0200475599777566 	
4.5 	-0.407500000001164 	4.5 	0.0205117247194205 	
4.60000228881836 	-0.407300000002579 	4.60000228881836 	0.0209758142109338 	
4.70000076293945 	-0.408500000001368 	4.70000076293945 	0.0214397930623709 	
4.79999923706055 	-0.408400000000256 	4.79999923706055 	0.0219036789903242 	
4.90000152587891 	-0.408999999999651 	4.90000152587891 	0.0223674897020633 	
5 	-0.410599999999249 	5 	0.0228311898311924 	
5.10000228881836 	-0.412599999999657 	5.10000228881836 	0.0232948147721541 	
5.20000076293945 	-0.414300000000367 	5.20000076293945 	0.0237583291703714 	
5.29999923706055 	-0.413900000003196 	5.29999923706055 	0.0242217507294879 	
5.40000152587891 	-0.415899999999965 	5.40000152587891 	0.0246850971389806 	
